Sample,Well,Omit,Target,Task,Dyes,Cq,Cq.Conf,Amp.Score,Amp.Status,Annotated,Baseline.Start,Baseline.End,Curve.Quality,Result.Quality.Issues,Plate,Mean.Cq,Max.diff.Cq,Krill.positive,Comment,Exclude,Sample.number,Bottle.number,Sampling.time.UTC,Date,Latitude,Longitude,Sampling.method,Sampling.type,Sampling.depth,CTD.depth,seawater.temperature,sea.ice,Filter.halved,Filtering.time.UTC,Storage.boxes,Collectors,Comments,Time.between.filtering.and.sampling,Time.between.decimal,Percent.of.5.Litres,CTD.number,CTD.category
086A,N7,FALSE,F3R1,Unknown,FAM-NFQ-MGB,33.4815363,0.9808027,2.679791307,Amp,FALSE,3,27,,NA,1,34.11066903,1.189569184,Yes,,,86,8,8:10,24/02/2021,-65.9993,65.00373,CTD,CTD 25,5,top,-1.1,No,AB,14:30,1A+1B,Derek,,6:20,6.33,1,25,25 top
087A,A1,TRUE,F3R1,Unknown,FAM-NFQ-MGB,Undetermined,0,NA,No Amp,FALSE,3,39,,NA,3,NA,0,No,,,87,2,13:27,24/02/2021,-65.49958,64.92705,CTD,CTD 26,2725,bottom,-0.3,No,AB,18:20,1A+1B,Maddie,,4:53,4.88,1,26,26 bottom
087A,A13,TRUE,F3R3,Unknown,FAM-NFQ-MGB,Undetermined,0,NA,No Amp,FALSE,3,39,,NA,3,NA,0,No,,,87,2,13:27,24/02/2021,-65.49958,64.92705,CTD,CTD 26,2725,bottom,-0.3,No,AB,18:20,1A+1B,Maddie,,4:53,4.88,1,26,26 bottom
088A,C13,TRUE,F3R3,Unknown,FAM-NFQ-MGB,Undetermined,0,NA,No Amp,FALSE,3,44,,NA,1,37.28279325,0,No,,,88,1,15:11,24/02/2021,-65.50067,64.98533,CTD,CTD 26,5,top,-0.8,No,AB,18:20,1A+1B,Maddie,lat written as -66 in notes,3:09,3.15,1,26,26 top
088A,C1,TRUE,F3R1,Unknown,FAM-NFQ-MGB,36.13086228,0.870990865,2.592792124,Amp,FALSE,3,31,,NA,1,37.05166595,1.841607329,Yes,,,88,1,15:11,24/02/2021,-65.50067,64.98533,CTD,CTD 26,5,top,-0.8,No,AB,18:20,1A+1B,Maddie,lat written as -66 in notes,3:09,3.15,1,26,26 top
089A,E4,FALSE,F3R3,Unknown,FAM-NFQ-MGB,37.99162933,0.904823504,2.415994617,Amp,FALSE,3,33,,NA,5,37.78012417,0.423010331,Yes,,,89,10,23:24,24/02/2021,-64.99983,65.00052,CTD,CTD 27,5,top,-0.5,No,AB,5:30,1A+1B,Derek/Jez,,6:06,6.1,1,27,27 top
089A,C1,TRUE,F3R1,Unknown,FAM-NFQ-MGB,39.13396321,0.908832066,2.563116401,Amp,FALSE,3,33,,NA,5,37.46063218,0.709637413,Yes,,,89,10,23:24,24/02/2021,-64.99983,65.00052,CTD,CTD 27,5,top,-0.5,No,AB,5:30,1A+1B,Derek/Jez,,6:06,6.1,1,27,27 top
090A,N13,TRUE,F3R3,Unknown,FAM-NFQ-MGB,Undetermined,0,NA,No Amp,FALSE,3,44,,NA,1,NA,0,No,,,90,11,,24/02/2021,NA,NA,,MilliQ,,,NA,,AB,6:16,2A+2B,Derek/Jez,,6:16,6.27,1,NA, 
090A,N1,TRUE,F3R1,Unknown,FAM-NFQ-MGB,Undetermined,0,NA,No Amp,FALSE,3,44,,NA,1,NA,0,No,,,90,11,,24/02/2021,NA,NA,,MilliQ,,,NA,,AB,6:16,2A+2B,Derek/Jez,,6:16,6.27,1,NA, 
091A,B19,TRUE,F3R3,Unknown,FAM-NFQ-MGB,Undetermined,0,NA,No Amp,FALSE,3,39,,NA,3,NA,0,No,,,91,5,21:58,24/02/2021,-65.00152,65.0002,CTD,CTD 27,3200,bottom,-0.19,No,AB,6:56,2A+2B,Derek/Jez,,8:58,8.97,1,27,27 bottom
091A,B7,TRUE,F3R1,Unknown,FAM-NFQ-MGB,Undetermined,0,NA,No Amp,FALSE,3,11,,NA,3,NA,0,No,,,91,5,21:58,24/02/2021,-65.00152,65.0002,CTD,CTD 27,3200,bottom,-0.19,No,AB,6:56,2A+2B,Derek/Jez,,8:58,8.97,1,27,27 bottom
092A,B1,TRUE,F3R1,Unknown,FAM-NFQ-MGB,Undetermined,0,NA,No Amp,FALSE,3,44,,NA,2,35.37736461,1.510929433,Yes,"If conf-ints are taken into account, meets criteria.",,92,7,12:52,25/02/2021,-64.5,65.00085,CTD,CTD 28,3897,bottom,-0.2,No,AB,17:37,2A+2B,Maddie,delayed getting sample into freezer for a few hours,4:45,4.75,1,28,28 bottom
092A,B13,TRUE,F3R3,Unknown,FAM-NFQ-MGB,Undetermined,0,1.640151326,No Amp,FALSE,3,44,,NA,2,NA,0,No,,,92,7,12:52,25/02/2021,-64.5,65.00085,CTD,CTD 28,3897,bottom,-0.2,No,AB,17:37,2A+2B,Maddie,delayed getting sample into freezer for a few hours,4:45,4.75,1,28,28 bottom
093A,A1,FALSE,F3R1,Unknown,FAM-NFQ-MGB,35.98108929,0.927201716,2.648091907,Amp,FALSE,3,27,,NA,5,36.61963266,1.277086729,Yes,,,93,4,14:59,25/02/2021,-64.50013,64.99745,CTD,CTD 28,5,top,0.12,No,AB,17:37,2A+2B,Maddie,delayed getting sample into freezer for a few hours,2:38,2.63,1,28,28 top
093A,P13,TRUE,F3R3,Unknown,FAM-NFQ-MGB,Undetermined,0,NA,No Amp,FALSE,3,44,,NA,1,NA,0,No,,,93,4,14:59,25/02/2021,-64.50013,64.99745,CTD,CTD 28,5,top,0.12,No,AB,17:37,2A+2B,Maddie,delayed getting sample into freezer for a few hours,2:38,2.63,1,28,28 top
094A,E10,FALSE,F3R1,Unknown,FAM-NFQ-MGB,34.18512927,0.91381752,2.520432737,Amp,FALSE,3,29,,NA,3,34.07496634,0.220325872,Yes,,,94,11,23:56,25/02/2021,-64.00015,64.99983,CTD,CTD 29,5,top,0.27,No,AB,2:36,2A+2B,Maddie,,2:40,2.67,1,29,29 top
094A,K4,FALSE,F3R3,Unknown,FAM-NFQ-MGB,37.22997914,0.97099353,2.390981918,Amp,FALSE,3,30,,NA,5,37.72126548,0.982572686,Yes,,,94,11,23:56,25/02/2021,-64.00015,64.99983,CTD,CTD 29,5,top,0.27,No,AB,2:36,2A+2B,Maddie,,2:40,2.67,1,29,29 top
095A,O1,TRUE,F3R1,Unknown,FAM-NFQ-MGB,9.496126449,0.972510352,2.108168402,Inconclusive,FALSE,3,5,,NA,2,36.39934735,0.660890371,Yes,,,95,1,22:15,25/02/2021,-64.0007,64.99752,CTD,CTD 29,4080,bottom,-0.2,No,AB,2:36,2A+2B,Maddie,,4:21,4.35,1,29,29 bottom
095A,O13,TRUE,F3R3,Unknown,FAM-NFQ-MGB,9.761746165,0.885521654,1.894197438,Inconclusive,FALSE,3,8,,NA,2,36.5334682,0,No,,,95,1,22:15,25/02/2021,-64.0007,64.99752,CTD,CTD 29,4080,bottom,-0.2,No,AB,2:36,2A+2B,Maddie,,4:21,4.35,1,29,29 bottom
096A,H10,TRUE,F3R1,Unknown,FAM-NFQ-MGB,Undetermined,0,NA,No Amp,FALSE,3,39,,NA,4,NA,0,No,,,96,7,7:30,28/02/2021,-62.83295,70.00108,CTD,CTD 34,4081,bottom,-0.17,No,AB,11:44,2A+2B,Christine/Liv/Liss,WD40 was sprayed in the CTD room when sample taben & 10 day old bleach used for cleaning,4:14,4.23,1,34,34 bottom
096A,H22,TRUE,F3R3,Unknown,FAM-NFQ-MGB,Undetermined,0,NA,No Amp,FALSE,3,39,,NA,4,NA,0,No,,,96,7,7:30,28/02/2021,-62.83295,70.00108,CTD,CTD 34,4081,bottom,-0.17,No,AB,11:44,2A+2B,Christine/Liv/Liss,WD40 was sprayed in the CTD room when sample taben & 10 day old bleach used for cleaning,4:14,4.23,1,34,34 bottom
097A,F19,TRUE,F3R3,Unknown,FAM-NFQ-MGB,6.205511842,0.979399301,2.087411018,Inconclusive,FALSE,3,3,,NA,2,NA,0,No,,,97,4,9:42,28/02/2021,-62.83217,70.00105,CTD,CTD 34,15,top,0.9,No,AB,11:23,2A+2B,Christine/Liv/Liss,WD40 was sprayed in the CTD room when sample taben & 10 day old bleach used for cleaning,1:41,1.68,1,34,34 top
097A,E4,FALSE,F3R1,Unknown,FAM,Undetermined,0,NA,No Amp,FALSE,3,39,,NA,6,35.80802807,0,No,,,97,4,9:42,28/02/2021,-62.83217,70.00105,CTD,CTD 34,15,top,0.9,No,AB,11:23,2A+2B,Christine/Liv/Liss,WD40 was sprayed in the CTD room when sample taben & 10 day old bleach used for cleaning,1:41,1.68,1,34,34 top
098A,F16,TRUE,F3R3,Unknown,FAM-NFQ-MGB,Undetermined,0,NA,No Amp,FALSE,3,44,,NA,2,NA,0,No,,,98,1,14:10,28/02/2021,-63.16703,69.99898,CTD,CTD 35,3993,bottom,-0.18,No,AB,17:45,2A+2B,Jess/Mads,,3:35,3.58,1,35,35 bottom
098A,F10,FALSE,F3R1,Unknown,FAM,Undetermined,0,NA,No Amp,FALSE,3,39,,NA,6,36.99522545,0,No,,,98,1,14:10,28/02/2021,-63.16703,69.99898,CTD,CTD 35,3993,bottom,-0.18,No,AB,17:45,2A+2B,Jess/Mads,,3:35,3.58,1,35,35 bottom
099A,E13,TRUE,F3R3,Unknown,FAM-NFQ-MGB,Undetermined,0,1.513886559,No Amp,FALSE,3,44,,NA,2,NA,0,No,,,99,10,16:12,28/02/2021,-63.16692,70.00027,CTD,CTD 35,15,top,0.42,No,AB,17:45,2A+2B,Jess/Mads,,1:33,1.55,1,35,35 top
099A,E1,TRUE,F3R1,Unknown,FAM-NFQ-MGB,Undetermined,0,NA,No Amp,FALSE,3,44,,NA,2,37.00761705,2.046692238,Yes,"If conf-ints are taken into account, meets criteria.",,99,10,16:12,28/02/2021,-63.16692,70.00027,CTD,CTD 35,15,top,0.42,No,AB,17:45,2A+2B,Jess/Mads,,1:33,1.55,1,35,35 top
100A,L16,TRUE,F3R3,Unknown,FAM-NFQ-MGB,Undetermined,0,1.476407569,No Amp,FALSE,3,39,,NA,3,33.64009757,0,No,,,100,11,,28/02/2021,NA,NA,,MilliQ,,,NA,,AB,?,2A+2B,Jess/Mads,,,0,1,NA, 
100A,L4,TRUE,F3R1,Unknown,FAM-NFQ-MGB,15.27238688,0.561696396,1.930123487,Inconclusive,FALSE,3,11,,NA,3,NA,0,No,,,100,11,,28/02/2021,NA,NA,,MilliQ,,,NA,,AB,?,2A+2B,Jess/Mads,,,0,1,NA, 
101A,J13,TRUE,F3R3,Unknown,FAM-NFQ-MGB,Undetermined,0,1.339422728,No Amp,FALSE,3,39,,NA,3,NA,0,No,,,101,4,21:23,28/02/2021,-63.49965,70.00285,CTD,CTD 36,3700,bottom,-0.08,No,AB,1:00,2A+2B,Maddie,3.5 L filtered,3:37,3.62,0.7,36,36 bottom
101A,J1,TRUE,F3R1,Unknown,FAM-NFQ-MGB,35.16262687,0.753171865,2.578614241,Amp,FALSE,3,29,,NA,3,37.60853065,1.341623628,Yes,,,101,4,21:23,28/02/2021,-63.49965,70.00285,CTD,CTD 36,3700,bottom,-0.08,No,AB,1:00,2A+2B,Maddie,3.5 L filtered,3:37,3.62,0.7,36,36 bottom
102A,L19,TRUE,F3R3,Unknown,FAM-NFQ-MGB,Undetermined,0,1.199268377,No Amp,FALSE,3,44,,NA,2,36.14527748,3.05974548,Yes,,,102,10,22:55,28/02/2021,-63.49792,69.9964,CTD,CTD 36,15,top,0.015,No,AB,1:00,2A+2B,Maddie,,2:05,2.08,1,36,36 top
102A,L7,FALSE,F3R1,Unknown,FAM-NFQ-MGB,33.20625382,0.975199755,2.634016668,Amp,FALSE,3,27,,NA,2,33.28230104,0.152094439,Yes,,,102,10,22:55,28/02/2021,-63.49792,69.9964,CTD,CTD 36,15,top,0.015,No,AB,1:00,2A+2B,Maddie,,2:05,2.08,1,36,36 top
103A,L13,TRUE,F3R3,Unknown,FAM-NFQ-MGB,Undetermined,0,NA,No Amp,FALSE,3,44,,NA,1,35.4261097,0,No,,,103,8,6:13,1/03/2021,-63.96712,70.00163,CTD,CTD 37,3520,bottom,-0.13,No,AB,19:50,2A+2B,Maddie,,13:37,13.62,1,37,37 bottom
103A,L1,TRUE,F3R1,Unknown,FAM-NFQ-MGB,33.86942573,0.983216744,2.660325631,Amp,FALSE,3,25,,NA,1,36.36136869,0.91277365,Yes,,,103,8,6:13,1/03/2021,-63.96712,70.00163,CTD,CTD 37,3520,bottom,-0.13,No,AB,19:50,2A+2B,Maddie,,13:37,13.62,1,37,37 bottom
104A,J22,TRUE,F3R3,Unknown,FAM-NFQ-MGB,20.63019704,0.293354887,2.2724525,Amp,FALSE,3,31,,NA,3,NA,0,No,,,104,2,8:07,1/03/2021,-63.97543,70.01028,CTD,CTD 37,10,top,-0.05,No,AB,19:50,2A+2B,Maddie,,11:43,11.72,1,37,37 top
104A,J10,FALSE,F3R1,Unknown,FAM-NFQ-MGB,36.19044478,0.88944253,2.357318588,Amp,FALSE,3,30,,NA,3,36.56324552,0.745601469,Yes,,,104,2,8:07,1/03/2021,-63.97543,70.01028,CTD,CTD 37,10,top,-0.05,No,AB,19:50,2A+2B,Maddie,,11:43,11.72,1,37,37 top
105A,E19,TRUE,F3R3,Unknown,FAM-NFQ-MGB,Undetermined,0,1.55309412,No Amp,FALSE,3,39,,NA,3,36.09139263,2.668098576,Yes,"If conf-ints are taken into account, meets criteria.",,105,11,14:15,1/03/2021,-64.21618,69.99623,CTD,CTD 38,3392,bottom,-0.1,No,AB,20:30,2A+2B,Maddie,,6:15,6.25,1,38,38 bottom
105A,E7,TRUE,F3R1,Unknown,FAM-NFQ-MGB,Undetermined,0,1.423670631,No Amp,FALSE,3,39,,NA,3,36.89860332,0,No,,,105,11,14:15,1/03/2021,-64.21618,69.99623,CTD,CTD 38,3392,bottom,-0.1,No,AB,20:30,2A+2B,Maddie,,6:15,6.25,1,38,38 bottom
106A,M13,FALSE,F3R3,Unknown,FAM,38.44443581,0.063582936,2.281744992,Inconclusive,FALSE,3,31,,NA,6,37.39432979,2.100212053,Yes,"If conf-ints are taken into account, meets criteria.",,106,3,16:05,1/03/2021,-64.21663,70.00098,CTD,CTD 38,5,top,-0.11,No,AB,20:30,2A+2B,Maddie,,4:25,4.42,1,38,38 top
106A,E13,FALSE,F3R1,Unknown,FAM,33.38878493,0.912911778,2.573316063,Amp,FALSE,3,26,,NA,6,34.10242162,1.427273372,Yes,"If conf-ints are taken into account, meets criteria.",,106,3,16:05,1/03/2021,-64.21663,70.00098,CTD,CTD 38,5,top,-0.11,No,AB,20:30,2A+2B,Maddie,,4:25,4.42,1,38,38 top
107A,I7,FALSE,F3R1,Unknown,FAM-NFQ-MGB,34.73325034,0.937188253,2.560843053,Amp,FALSE,3,28,,NA,3,34.82267159,0.178842497,Yes,,,107,8,21:45,1/03/2021,-64.41675,69.9529,CTD,CTD 39,3383,bottom,-0.11,No,AB,1:40,2A+2B,Maddie,filtered on 2/3/21 UTC,3:55,3.92,1,39,39 bottom
107A,I19,TRUE,F3R3,Unknown,FAM-NFQ-MGB,33.83806202,0.858653455,2.272242442,Inconclusive,FALSE,3,30,,NA,3,33.83806202,0,No,,,107,8,21:45,1/03/2021,-64.41675,69.9529,CTD,CTD 39,3383,bottom,-0.11,No,AB,1:40,2A+2B,Maddie,filtered on 2/3/21 UTC,3:55,3.92,1,39,39 bottom
108A,K19,TRUE,F3R3,Unknown,FAM-NFQ-MGB,32.88108096,0.907256442,2.512063172,Amp,FALSE,3,28,,NA,2,34.85164706,0.46489245,Yes,,,108,2,23:09,1/03/2021,-64.41682,69.9493,CTD,CTD 39,5,top,-0.04,No,AB,1:40,2A+2B,Maddie,filtered on 2/3/21 UTC,2:31,2.52,1,39,39 top
108A,K7,TRUE,F3R1,Unknown,FAM-NFQ-MGB,31.29313906,0.799856605,2.634707032,Amp,FALSE,3,24,,NA,2,31.95139791,0.239263003,Yes,,,108,2,23:09,1/03/2021,-64.41682,69.9493,CTD,CTD 39,5,top,-0.04,No,AB,1:40,2A+2B,Maddie,filtered on 2/3/21 UTC,2:31,2.52,1,39,39 top
109A,L10,TRUE,F3R1,Unknown,FAM-NFQ-MGB,13.38316311,0.948787084,2.259855689,Inconclusive,FALSE,3,11,,NA,2,NA,0,No,,,109,10,2:42,2/03/2021,-64.566,69.99958,CTD,CTD 40,3300,bottom,-0.13,No,AB,7:38,2A+2B,Christine/Liv,,4:56,4.93,1,40,40 bottom
109A,L22,TRUE,F3R3,Unknown,FAM-NFQ-MGB,Undetermined,0,NA,No Amp,FALSE,3,44,,NA,2,NA,0,No,,,109,10,2:42,2/03/2021,-64.566,69.99958,CTD,CTD 40,3300,bottom,-0.13,No,AB,7:38,2A+2B,Christine/Liv,,4:56,4.93,1,40,40 bottom
110A,K22,TRUE,F3R3,Unknown,FAM-NFQ-MGB,Undetermined,0,NA,No Amp,FALSE,3,44,,NA,2,NA,0,No,,,110,6,,2/03/2021,NA,NA,,MilliQ,,,NA,,AB,7:38,2A+2B,Christine/Liv,,7:38,7.63,1,NA, 
110A,K10,TRUE,F3R1,Unknown,FAM-NFQ-MGB,Undetermined,0,NA,No Amp,FALSE,3,44,,NA,2,NA,0,No,,,110,6,,2/03/2021,NA,NA,,MilliQ,,,NA,,AB,7:38,2A+2B,Christine/Liv,,7:38,7.63,1,NA, 
111A,A19,TRUE,F3R3,Unknown,FAM-NFQ-MGB,Undetermined,0,1.678222083,No Amp,FALSE,3,44,,NA,1,34.68495015,2.38702308,Yes,,,111,4,3:57,2/03/2021,-64.5655,70.00038,CTD,CTD 40,5,top,0.32,No,AB,8:31,2A+2B,Christine/Liv,4.5 L filtered,4:34,4.57,0.9,40,40 top
